# BIG MARIO 
# idle l
10501	1476	48	14	27	107
# walk l
10502	1457	48	16	27	107
10503	1438	49	16	26	107
# jump
10504	1400	49	16	26	107
# crouch - Núp
10505	1294	57	14	18	107
# run
10506	1378	48	19	27	107
10507	1356	48	19	27	107
10508	1333	49	19	26	107
#skid
10509	252	47	16	28	107
#fly
10510	1311	49	19	26	107
#hold
10511	1239	48	14	27	107
10512	1221	48	15	27	107
10513	1202	49	16	26	107
10514	1256	48	16	27	107
#kick
10515	1178	48	21	27	107
#go down
10516	1256	48	16	27	107

###################################################


# SMALL MARIO
# idle small right
10521	1421	9	12	15	107
# walk
10522	1421	9	12	15	107
10523	1403	8	15	16	107
# jump
10524	1367	8	16	16	107
# run
10525	1348	8	16	16	107
10526	1330	8	16	16	107
#skid 
10527	287	8	14	16	107
#fly
10528	1311	8	16	16	107
#hold
10529	1238	8	14	16	107
10530	1220	8	15	16	107
10531	1274	8	16	16	107
#kick
10532	1201	8	16	16	107
#go down
10533	1274	8	16	16	107


###################################################


# RACCOON MARIO
# idle right
10554	1586	142	21	28	107
# walk
10555	1561	142	22	28	107
10556	1535	143	23	27	107
# jump
10557	1407	143	23	27	107
# crouch
10558	1143	152	22	18	107
# run
10559	1303	142	24	28	107
10560	1276	142	24	28	107
10561	1249	143	24	27	107
# spin - chưa
10562	12	13	21	28	113
10563	55	13	39	28	113
10564	103	13	35	28	113
10577	147	12	32	29	113
11503	192	13	35	28	113
11504	12	13	21	28	113
# skid
10565	155	140	16	30	107

# falling
10566	1381	143	23	27	107
10567	1355	143	23	27	107
10568	1330	142	22	28	107
# FLY
10569	1222	143	24	27	107
10570	1195	143	24	27	107
10571	1168	142	24	28	107
# hold
10572	1100	142	21	28	107
10573	1075	142	22	28	107
10574	1049	143	23	27	107

#kick
10575	1024	142	22	28	107
#go down
10576	1497	142	16	28	107

#fly hạ canháp lực
11500	1381	143	23	27	107
11501	1330	142	23	28	107
11502	1335	143	23	27	107
###################################################
# FIRE MARIO
# IDLE
10590	1467	109	14	27	107
# WALK
10591	1448	109	16	27	107
10592	1429	110	16	26	107
# SKID
10593	261	107	16	29	107
# RUN
10596	1335	109	19	27	107
10597	1313	109	19	27	107
10598	1290	110	19	26	107
# JUMP
10599	1429	110	16	26	107
# HIGH JUMP
15100	1268	110	19	26	107
# CROUCH
15101	1251	118	14	18	107
# THROW
15102	1393	109	14	27	107
15103	1376	109	14	27	107
#fly
15104	1268	110	19	26	107
#fly and throw
15105	1113	109	19	27	107
15106	1048	109	18	27	107
#hold
15107	1196	109	14	27	107
15108	1178	109	15	27	107
15109	1159	110	16	26	107
15110	1213	109	16	27	107
#kick
15111	1135	109	21	27	107
#go down 
15112	1213	109	16	27	107


	
