# list of object assets to load in this scene

[ASSETS]
brick.txt
mario.txt
coin.txt
cloud.txt
goomba.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
#0	6080	210	0
#ban đầu
#0	110	1110	0
#cuối đoạn 1
#0	5100	1110	0

#dưới
#0	3600	2300	0

#cuối
0	5958	1083	0
#door
25	5230	1100	1
25	4896	2493	2


# nền, chặn biên nền
6	-48	900	48	800	0

6	0	1200	576	48	0
6	0	1008	480	48	0

6	576	1152	48	48	0
6	627	1104	48	48	0
6	675	1056	144	240	0

6	480	960	48	48	0
6	528	912	48	48	0
6	576	768	48	144	0

#cục 4x6
6	960	1011	192	288	0

6	1251	1200	96	96	0
6	1344	1155	48	144	0
6	1395	1056	48	240	0

6	1584	1155	240	48	0

#nối liền
6	2016	1056	144	240	0
6	2157	1107	48	192	0
6	2208	1155	48	144	0
6	2256	1200	864	48	0
#==
6	3120	1152	48	48	0
6	3168	1104	48	48	0
6	3216	1056	528	48	0
6	3744	1107	48	48	0
6	3789	1155	96	144	0
#cục 2x3 đến hết
6	4080	1155	96	144	0
6	4323	1104	144	192	0
6	4608	1152	48	144	0
6	4656	1203	672	48	0
6	5325	963	48	240	0

#phía trên
6	576	720	1728	48	0
6	2256	768	48	240	0
6	2256	1008	768	48	0
6	2976	771	48	240	0
6	2979	723	912	48	0
6	3840	576	48	144	0
6	3840	531	960	48	0
6	4755	576	48	240	0
6	4800	816	96	48	0
6	4896	864	96	48	0
6	4992	915	144	48	0
6	5136	963	192	48	0

# ô quái vật, trái sang phải, dưới lên trên, phải sang trái, trên xuống dưới
6	5805	1200	1872	48	0
6	7632	768	48	432	0
6	6864	720	816	48	0
6	6864	768	48	192	0
6	5808	960	1104	48	0
6	5808	1008	48	192	0

# hầm dưới đất , trái sang phải, dưới lên trên, phải sang trái, trên xuống dưới
6	3456	2592	672	48	0
6	4272	2595	96	96	0
6	4560	2595	432	48	0
6	4944	2115	48	480	0
6	3456	2115	48	480	0



#stone koompas
#20	2400	900

#lava ball
#21 	2400	1000

#circular moving
#22 	2500	800

#spiny turtle
#23	3000	600

#fire flower
24	200	1200	

[MAP]
textures\castle_scene.txt	textures\Final1.png	160	56	29	30
